,file,solver,penalty,num_categories,max_features,test_set,test_f1_macro,accuracy
31,silvics_edited_data_sents.csv,lbfgs,l2,19,2000,0.25,0.582057726438515,0.7009438648782911
32,silvics_edited_data_sents.csv,lbfgs,l2,19,2000,0.1,0.5754175594263501,0.6982303632412294
33,silvics_edited_data_sents.csv,lbfgs,l2,19,5000,0.5,0.5812111968200965,0.7024777991678569
34,silvics_edited_data_sents.csv,lbfgs,l2,19,5000,0.25,0.6128704262689858,0.7182066567312468
35,silvics_edited_data_sents.csv,lbfgs,l2,19,5000,0.1,0.6062773953849089,0.7149953430611611
36,wikipedia_edited_data_sents.csv,liblinear,l2,10,1000,0.5,0.4227446135418845,0.5273360593669544
37,wikipedia_edited_data_sents.csv,liblinear,l2,10,1000,0.25,0.4238561970089467,0.5254391278013325
38,wikipedia_edited_data_sents.csv,liblinear,l2,10,1000,0.1,0.4402881942675857,0.5404996214988645
39,wikipedia_edited_data_sents.csv,liblinear,l2,10,2000,0.5,0.4525081146281956,0.5483870967741935
40,wikipedia_edited_data_sents.csv,liblinear,l2,10,2000,0.25,0.46806998546790346,0.5548152634766808
41,wikipedia_edited_data_sents.csv,liblinear,l2,10,2000,0.1,0.45947814915375773,0.5526116578349735
42,wikipedia_edited_data_sents.csv,liblinear,l2,10,5000,0.5,0.47953042682963654,0.567014993184916
43,wikipedia_edited_data_sents.csv,liblinear,l2,10,5000,0.25,0.49355950176776453,0.5717746820109025
44,wikipedia_edited_data_sents.csv,liblinear,l2,10,5000,0.1,0.4923959926575174,0.5753217259651779
45,wikipedia_edited_data_sents.csv,lbfgs,l2,10,1000,0.5,0.42256586801256174,0.5206724216265334
46,wikipedia_edited_data_sents.csv,lbfgs,l2,10,1000,0.25,0.42015889983597354,0.5139309509388249
47,wikipedia_edited_data_sents.csv,lbfgs,l2,10,1000,0.1,0.42902162305816693,0.5291445874337622
48,wikipedia_edited_data_sents.csv,lbfgs,l2,10,2000,0.5,0.44598948153158535,0.5391488717249735
49,wikipedia_edited_data_sents.csv,lbfgs,l2,10,2000,0.25,0.46448826958561956,0.5475469412477286
50,wikipedia_edited_data_sents.csv,lbfgs,l2,10,2000,0.1,0.456427043084941,0.5420136260408781
51,wikipedia_edited_data_sents.csv,lbfgs,l2,10,5000,0.5,0.4757698488796306,0.5618658185673179
52,wikipedia_edited_data_sents.csv,lbfgs,l2,10,5000,0.25,0.49531772814265934,0.5672319806178074
53,wikipedia_edited_data_sents.csv,lbfgs,l2,10,5000,0.1,0.4960330798510819,0.570779712339137
54,wikipedia_edited_data_sents.csv,liblinear,l2,19,1000,0.5,0.33466959724872003,0.4927555856465809
55,wikipedia_edited_data_sents.csv,liblinear,l2,19,1000,0.25,0.38201933761477225,0.5058218250744652
56,wikipedia_edited_data_sents.csv,liblinear,l2,19,1000,0.1,0.3629810373085171,0.5016926201760324
57,wikipedia_edited_data_sents.csv,liblinear,l2,19,2000,0.5,0.34696881326533585,0.5058903182125931
58,wikipedia_edited_data_sents.csv,liblinear,l2,19,2000,0.25,0.4027330491381633,0.5228811264554563
59,wikipedia_edited_data_sents.csv,liblinear,l2,19,2000,0.1,0.40986241073663926,0.5287745429925524
60,wikipedia_edited_data_sents.csv,liblinear,l2,19,5000,0.5,0.37600340472428706,0.5228165199729181
61,wikipedia_edited_data_sents.csv,liblinear,l2,19,5000,0.25,0.4176733638916957,0.5464392093149201
62,wikipedia_edited_data_sents.csv,liblinear,l2,19,5000,0.1,0.4433779999080197,0.5538253215978335
63,wikipedia_edited_data_sents.csv,lbfgs,l2,19,1000,0.5,0.3371911978608302,0.4832769126607989
64,wikipedia_edited_data_sents.csv,lbfgs,l2,19,1000,0.25,0.38636575655329114,0.49986460871919847
65,wikipedia_edited_data_sents.csv,lbfgs,l2,19,1000,0.1,0.3733693815912571,0.5003385240352065
66,wikipedia_edited_data_sents.csv,lbfgs,l2,19,2000,0.5,0.3518461298506603,0.5008801624915369
67,wikipedia_edited_data_sents.csv,lbfgs,l2,19,2000,0.25,0.4030029445921578,0.5185486054698077
68,wikipedia_edited_data_sents.csv,lbfgs,l2,19,2000,0.1,0.3953841513879935,0.5213270142180095
69,wikipedia_edited_data_sents.csv,lbfgs,l2,19,5000,0.5,0.3763282794591713,0.5194312796208531
70,wikipedia_edited_data_sents.csv,lbfgs,l2,19,5000,0.25,0.43020894339054006,0.5396696452748443
71,wikipedia_edited_data_sents.csv,lbfgs,l2,19,5000,0.1,0.44230063813805076,0.5504400812457685
72,merged_edited_data_sents.csv,liblinear,l2,10,1000,0.5,0.5421776700338976,0.641089868111645
73,merged_edited_data_sents.csv,liblinear,l2,10,1000,0.25,0.5608724745548785,0.6559656476842859
74,merged_edited_data_sents.csv,liblinear,l2,10,1000,0.1,0.5628908849226253,0.6585739841553795
75,merged_edited_data_sents.csv,liblinear,l2,10,2000,0.5,0.5673264478369195,0.6612309579797566
76,merged_edited_data_sents.csv,liblinear,l2,10,2000,0.25,0.5888054819007343,0.6769246498313056
77,merged_edited_data_sents.csv,liblinear,l2,10,2000,0.1,0.5912891206336,0.6772297469971889
78,merged_edited_data_sents.csv,liblinear,l2,10,5000,0.5,0.5876815560189433,0.6775380840404867
79,merged_edited_data_sents.csv,liblinear,l2,10,5000,0.25,0.6099010622549796,0.6947142418975565
80,merged_edited_data_sents.csv,liblinear,l2,10,5000,0.1,0.6173584367848807,0.698441093789931
81,merged_edited_data_sents.csv,lbfgs,l2,10,1000,0.5,0.541178534635274,0.6331152233922912
82,merged_edited_data_sents.csv,lbfgs,l2,10,1000,0.25,0.5596026832338806,0.6495245884878846
83,merged_edited_data_sents.csv,lbfgs,l2,10,1000,0.1,0.5623628725462713,0.6524405826731409
84,merged_edited_data_sents.csv,lbfgs,l2,10,2000,0.5,0.561644758554199,0.6511604130457008
85,merged_edited_data_sents.csv,lbfgs,l2,10,2000,0.25,0.5827011026707709,0.6671097024844086
86,merged_edited_data_sents.csv,lbfgs,l2,10,2000,0.1,0.5919999593278621,0.6751852798364426
87,merged_edited_data_sents.csv,lbfgs,l2,10,5000,0.5,0.5836970414933622,0.6690011246293835
88,merged_edited_data_sents.csv,lbfgs,l2,10,5000,0.25,0.6067637445357665,0.6859216848992945
89,merged_edited_data_sents.csv,lbfgs,l2,10,5000,0.1,0.6175285016302761,0.6933299258880654
90,merged_edited_data_sents.csv,liblinear,l2,19,1000,0.5,0.3952187984750115,0.5638623978201635
91,merged_edited_data_sents.csv,liblinear,l2,19,1000,0.25,0.40185909520637786,0.5732288828337875
92,merged_edited_data_sents.csv,liblinear,l2,19,1000,0.1,0.41313456661837444,0.5793954874414644
93,merged_edited_data_sents.csv,liblinear,l2,19,2000,0.5,0.4333369011353204,0.5869380108991825
94,merged_edited_data_sents.csv,liblinear,l2,19,2000,0.25,0.4463579028078789,0.5987738419618529
95,merged_edited_data_sents.csv,liblinear,l2,19,2000,0.1,0.4536087541621048,0.6068539804171988
96,merged_edited_data_sents.csv,liblinear,l2,19,5000,0.5,0.4574063092363239,0.6052878065395095
97,merged_edited_data_sents.csv,liblinear,l2,19,5000,0.25,0.48166559883861926,0.6232118528610354
98,merged_edited_data_sents.csv,liblinear,l2,19,5000,0.1,0.47104994478865936,0.6247339293316305
99,merged_edited_data_sents.csv,lbfgs,l2,19,1000,0.5,0.3986037693091205,0.558199931880109
100,merged_edited_data_sents.csv,lbfgs,l2,19,1000,0.25,0.41019636722072345,0.5695674386920981
101,merged_edited_data_sents.csv,lbfgs,l2,19,1000,0.1,0.41602488953985023,0.5770540655598126
102,merged_edited_data_sents.csv,lbfgs,l2,19,2000,0.5,0.43820544936549516,0.5808072207084468
103,merged_edited_data_sents.csv,lbfgs,l2,19,2000,0.25,0.4502740485955659,0.5931539509536785
104,merged_edited_data_sents.csv,lbfgs,l2,19,2000,0.1,0.4586561093072364,0.6013197105151128
105,merged_edited_data_sents.csv,lbfgs,l2,19,5000,0.5,0.4574746677539682,0.5974114441416893
106,merged_edited_data_sents.csv,lbfgs,l2,19,5000,0.25,0.48394697121603764,0.6162295640326976
107,merged_edited_data_sents.csv,lbfgs,l2,19,5000,0.1,0.47749746219290445,0.6232439335887612
