,file,solver,penalty,num_categories,max_features,test_set,test_f1_macro,accuracy
0,silvics_edited_data.csv,liblinear,l2,10,1000,0.5,0.8315370590241912,0.9148648648648648
1,silvics_edited_data.csv,liblinear,l2,10,1000,0.25,0.8777534248667902,0.9432432432432433
2,silvics_edited_data.csv,liblinear,l2,10,1000,0.1,0.9675438596491228,0.9797297297297297
3,silvics_edited_data.csv,liblinear,l2,10,2000,0.5,0.8378769499919583,0.9175675675675675
4,silvics_edited_data.csv,liblinear,l2,10,2000,0.25,0.8675599570074185,0.9378378378378378
5,silvics_edited_data.csv,liblinear,l2,10,2000,0.1,0.9675438596491228,0.9797297297297297
6,silvics_edited_data.csv,liblinear,l2,10,5000,0.5,0.8358500641774945,0.918918918918919
7,silvics_edited_data.csv,liblinear,l2,10,5000,0.25,0.8722634036034481,0.9405405405405406
8,silvics_edited_data.csv,liblinear,l2,10,5000,0.1,0.8633333333333333,0.972972972972973
9,silvics_edited_data.csv,lbfgs,l2,10,1000,0.5,0.8437600067268676,0.9202702702702703
10,silvics_edited_data.csv,lbfgs,l2,10,1000,0.25,0.8870974370712144,0.9459459459459459
11,silvics_edited_data.csv,lbfgs,l2,10,1000,0.1,0.9675438596491228,0.9797297297297297
12,silvics_edited_data.csv,lbfgs,l2,10,2000,0.5,0.8451299942820969,0.9202702702702703
13,silvics_edited_data.csv,lbfgs,l2,10,2000,0.25,0.878555837728314,0.9432432432432433
14,silvics_edited_data.csv,lbfgs,l2,10,2000,0.1,0.9675438596491228,0.9797297297297297
15,silvics_edited_data.csv,lbfgs,l2,10,5000,0.5,0.841665993734585,0.9216216216216216
16,silvics_edited_data.csv,lbfgs,l2,10,5000,0.25,0.878629297024127,0.9432432432432433
17,silvics_edited_data.csv,lbfgs,l2,10,5000,0.1,0.9675438596491228,0.9797297297297297
18,silvics_edited_data.csv,liblinear,l2,19,1000,0.5,0.6473471813884832,0.8735332464146024
19,silvics_edited_data.csv,liblinear,l2,19,1000,0.25,0.7438988739110207,0.9010416666666666
20,silvics_edited_data.csv,liblinear,l2,19,1000,0.1,0.7168917326658577,0.9090909090909091
21,silvics_edited_data.csv,liblinear,l2,19,2000,0.5,0.6507679565272803,0.8722294654498044
22,silvics_edited_data.csv,liblinear,l2,19,2000,0.25,0.7235652562846789,0.9036458333333334
23,silvics_edited_data.csv,liblinear,l2,19,2000,0.1,0.7135543702033064,0.9025974025974026
24,silvics_edited_data.csv,liblinear,l2,19,5000,0.5,0.6414090467270556,0.8696219035202086
25,silvics_edited_data.csv,liblinear,l2,19,5000,0.25,0.7283786314437988,0.9088541666666666
26,silvics_edited_data.csv,liblinear,l2,19,5000,0.1,0.7194108069108069,0.9090909090909091
27,silvics_edited_data.csv,lbfgs,l2,19,1000,0.5,0.6708013208438249,0.877444589308996
28,silvics_edited_data.csv,lbfgs,l2,19,1000,0.25,0.7638891560389841,0.9114583333333334
29,silvics_edited_data.csv,lbfgs,l2,19,1000,0.1,0.7306002463743715,0.9155844155844156
30,silvics_edited_data.csv,lbfgs,l2,19,2000,0.5,0.6595696103454766,0.8748370273794003
31,silvics_edited_data.csv,lbfgs,l2,19,2000,0.25,0.7562422089616315,0.90625
32,silvics_edited_data.csv,lbfgs,l2,19,2000,0.1,0.7207923774413136,0.9025974025974026
33,silvics_edited_data.csv,lbfgs,l2,19,5000,0.5,0.656387068714006,0.8748370273794003
34,silvics_edited_data.csv,lbfgs,l2,19,5000,0.25,0.7353576887564693,0.9088541666666666
35,silvics_edited_data.csv,lbfgs,l2,19,5000,0.1,0.7207923774413136,0.9025974025974026
36,wikipedia_edited_data.csv,liblinear,l2,10,1000,0.5,0.5554914391676493,0.707936507936508
37,wikipedia_edited_data.csv,liblinear,l2,10,1000,0.25,0.6367476606896065,0.7505285412262156
38,wikipedia_edited_data.csv,liblinear,l2,10,1000,0.1,0.647808783363321,0.7619047619047619
39,wikipedia_edited_data.csv,liblinear,l2,10,2000,0.5,0.5275700845593372,0.7015873015873015
40,wikipedia_edited_data.csv,liblinear,l2,10,2000,0.25,0.6039322496042268,0.7315010570824524
41,wikipedia_edited_data.csv,liblinear,l2,10,2000,0.1,0.6538111880149182,0.7619047619047619
42,wikipedia_edited_data.csv,liblinear,l2,10,5000,0.5,0.4623942221925537,0.6751322751322751
43,wikipedia_edited_data.csv,liblinear,l2,10,5000,0.25,0.5350748777489818,0.7040169133192389
44,wikipedia_edited_data.csv,liblinear,l2,10,5000,0.1,0.5861384563920461,0.7354497354497355
45,wikipedia_edited_data.csv,lbfgs,l2,10,1000,0.5,0.5822889976401269,0.7216931216931217
46,wikipedia_edited_data.csv,lbfgs,l2,10,1000,0.25,0.6617371440032288,0.7716701902748414
47,wikipedia_edited_data.csv,lbfgs,l2,10,1000,0.1,0.6999825781023417,0.8095238095238095
48,wikipedia_edited_data.csv,lbfgs,l2,10,2000,0.5,0.582735250406339,0.7206349206349206
49,wikipedia_edited_data.csv,lbfgs,l2,10,2000,0.25,0.664671908618437,0.7674418604651163
50,wikipedia_edited_data.csv,lbfgs,l2,10,2000,0.1,0.700044398991268,0.798941798941799
