,num_categories,max_features,test_set,layer1_neurons,layer2_neurons,epochs,batch_size,parameters,train_loss,train_accuracy,train_auc,train_precision,train_recall,train_f1,test_loss,test_accuracy,test_auc,test_precision,test_recall,test_f1
278,19,1000,0.25,10,19,20,10,10219,0.0017785639502108097,0.9992592334747314,0.9999998807907104,0.9992592334747314,0.9992592334747314,0.9992592334747314,8.195659637451172,0.699999988079071,0.8743974566459656,0.7015590071678162,0.699999988079071,0.700778630538816
279,19,1000,0.25,20,19,5,1,20419,0.11074771732091904,0.9800000190734863,0.9996145963668823,0.9889481663703918,0.9611111283302307,0.9748309609080694,1.158303141593933,0.7666666507720947,0.9568424224853516,0.8055555820465088,0.7411110997200012,0.7719907467253502
280,19,1000,0.25,20,19,5,5,20419,0.04630143940448761,0.9948148131370544,0.9997791647911072,0.9988763928413391,0.9877777695655823,0.9932960794717682,1.2455661296844482,0.7833333611488342,0.9560465216636658,0.8144208192825317,0.7655555605888367,0.7892325414533328
281,19,1000,0.25,20,19,5,10,20419,0.028631875291466713,0.9970370531082153,0.9999868273735046,0.9992539882659912,0.992222249507904,0.9957257046414186,1.3695341348648071,0.7833333611488342,0.952562153339386,0.8079625368118286,0.7666666507720947,0.7867730852840369
282,19,1000,0.25,20,19,10,1,20419,0.012578562833368778,0.9985185265541077,0.9998033046722412,0.9985185265541077,0.9985185265541077,0.9985185265541077,2.5645453929901123,0.7644444704055786,0.9178526997566223,0.7762711644172668,0.7633333206176758,0.7697478818671194
283,19,1000,0.25,20,19,10,5,20419,0.007439108099788427,0.9988889098167419,0.9998040199279785,0.9988889098167419,0.9988889098167419,0.9988889098167419,2.970249652862549,0.7633333206176758,0.9131227135658264,0.773393452167511,0.7622222304344177,0.7677672073726892
284,19,1000,0.25,20,19,10,10,20419,0.003410331206396222,0.9988889098167419,0.9999996423721313,0.9988889098167419,0.9988889098167419,0.9988889098167419,3.32843017578125,0.7644444704055786,0.9076624512672424,0.7710437774658203,0.7633333206176758,0.7671691759864276
285,19,1000,0.25,20,19,20,1,20419,0.00559305539354682,0.9988889098167419,0.9998044371604919,0.9988889098167419,0.9988889098167419,0.9988889098167419,5.266969203948975,0.745555579662323,0.8954272270202637,0.7469342350959778,0.7444444298744202,0.7456872541632453
286,19,1000,0.25,20,19,20,5,20419,0.0018558723386377096,0.9988889098167419,0.9999998211860657,0.9996290802955627,0.9981481432914734,0.9988880628898705,6.044289588928223,0.7444444298744202,0.8908660411834717,0.7483221292495728,0.7433333396911621,0.7458193920542477
287,19,1000,0.25,20,19,20,10,20419,0.002979851560667157,0.9985185265541077,0.9999997019767761,1.0,0.9977777600288391,0.9988876440534963,6.495091915130615,0.7411110997200012,0.8908509016036987,0.746084988117218,0.7411110997200012,0.7435897263988184
288,19,1000,0.25,40,19,5,1,40819,0.06471777707338333,0.9885185360908508,0.9997305274009705,0.9936138391494751,0.979629635810852,0.9865721850692478,1.226841926574707,0.7799999713897705,0.9538634419441223,0.8054245114326477,0.7588889002799988,0.7814645289916565
289,19,1000,0.25,40,19,5,5,40819,0.02267800085246563,0.9970370531082153,0.999794602394104,0.9992564916610718,0.995555579662323,0.9974026025689716,1.3425960540771484,0.7933333516120911,0.9476259350776672,0.8125727772712708,0.7755555510520935,0.793632752224585
290,19,1000,0.25,40,19,5,10,40819,0.01356720831245184,0.9988889098167419,0.9999974966049194,0.9996286630630493,0.9970370531082153,0.9983311761711026,1.4956735372543335,0.7855555415153503,0.9436155557632446,0.8025258183479309,0.7766666412353516,0.7893845085929736
291,19,1000,0.25,40,19,10,1,40819,0.002758456626906991,0.9988889098167419,0.9999998211860657,0.9988889098167419,0.9988889098167419,0.9988889098167419,3.1808042526245117,0.7733333110809326,0.9151302576065063,0.7804054021835327,0.7699999809265137,0.775167773980331
292,19,1000,0.25,40,19,10,5,40819,0.0028311482165008783,0.9988889098167419,0.9999997615814209,0.9988889098167419,0.9988889098167419,0.9988889098167419,3.7560436725616455,0.7677778005599976,0.9104397296905518,0.7747747898101807,0.7644444704055786,0.7695749646441087
293,19,1000,0.25,40,19,10,10,40819,0.009801702573895454,0.9985185265541077,0.9996190667152405,0.9992581605911255,0.9977777600288391,0.9985174116003166,4.18153190612793,0.7655555605888367,0.9082810282707214,0.7739032506942749,0.7644444704055786,0.769144781128115
294,19,1000,0.25,40,19,20,1,40819,0.0027512931264936924,0.9988889098167419,0.9999997615814209,0.9992586970329285,0.9985185265541077,0.9988884746780451,5.920200824737549,0.7488889098167419,0.8980867862701416,0.7550562024116516,0.746666669845581,0.75083800162616
295,19,1000,0.25,40,19,20,5,40819,0.0020513206254690886,0.9988889098167419,0.9999998807907104,0.9988889098167419,0.9988889098167419,0.9988889098167419,6.460274696350098,0.75,0.8902574181556702,0.7502787113189697,0.7477777600288391,0.7490261480498811
296,19,1000,0.25,40,19,20,10,40819,0.0020039186347275972,0.9992592334747314,0.9999998807907104,0.9992592334747314,0.9992592334747314,0.9992592334747314,6.744584560394287,0.742222249507904,0.8902894258499146,0.7424749135971069,0.7400000095367432,0.7412353957140689
297,19,1000,0.1,10,19,5,1,10219,0.20543870329856873,0.9546296000480652,0.9989294409751892,0.9807500839233398,0.9120370149612427,0.9451463183487963,1.054284930229187,0.7527777552604675,0.9564664363861084,0.8252426981925964,0.7083333134651184,0.7623318184167371
298,19,1000,0.1,10,19,5,5,10219,0.1126096099615097,0.9808642268180847,0.9998118281364441,0.9945704340934753,0.9611111283302307,0.9775545574309296,1.2703090906143188,0.7611111402511597,0.9490125179290771,0.800613522529602,0.7250000238418579,0.7609329692996148
299,19,1000,0.1,10,19,5,10,10219,0.0733412578701973,0.9888888597488403,0.9999204874038696,0.9965376257896423,0.9771605134010315,0.9867539505705313,1.4039075374603271,0.7611111402511597,0.944007396697998,0.78742516040802,0.730555534362793,0.7579250656009724
300,19,1000,0.1,10,19,10,1,10219,0.022805972024798393,0.9953703880310059,0.9994985461235046,0.9972144961357117,0.9944444298744202,0.9958275366543761,2.6182758808135986,0.7416666746139526,0.9088690280914307,0.7471910119056702,0.7388888597488403,0.74301674537439
301,19,1000,0.1,10,19,10,5,10219,0.005800282582640648,0.9990741014480591,0.9999976754188538,0.9996909499168396,0.9984567761421204,0.999073481880257,3.110213279724121,0.7472222447395325,0.8995561003684998,0.7535014152526855,0.7472222447395325,0.750348693672819
302,19,1000,0.1,10,19,10,10,10219,0.0029771989211440086,0.999382734298706,0.9999999403953552,1.0,0.9987654089927673,0.9993823232072768,3.4280333518981934,0.7333333492279053,0.8955656290054321,0.7394958138465881,0.7333333492279053,0.7364016893528954
303,19,1000,0.1,10,19,20,1,10219,0.01360138226300478,0.9987654089927673,0.9996738433837891,0.9987654089927673,0.9987654089927673,0.9987654089927673,5.126597881317139,0.7277777791023254,0.8924573659896851,0.7277777791023254,0.7277777791023254,0.7277777791023254
