,num_categories,max_features,test_set,layer1_neurons,layer2_neurons,epochs,batch_size,parameters,train_loss,train_accuracy,train_auc,train_precision,train_recall,train_f1,test_loss,test_accuracy,test_auc,test_precision,test_recall,test_f1
0,10,5000,0.1,10,10,5,1,50120,0.6168461441993713,0.806140124797821,0.9763870239257812,0.8660169839859009,0.7419840097427368,0.7992168621652095,1.0786017179489136,0.6887298822402954,0.9361511468887329,0.7586633563041687,0.6266291737556458,0.6863540830600442
1,10,5000,0.1,10,10,5,5,50120,0.45798155665397644,0.8556417226791382,0.9864014387130737,0.8994226455688477,0.8096617460250854,0.8521850801605083,1.244716763496399,0.672118604183197,0.9262490272521973,0.7205113172531128,0.633784830570221,0.6743711762942416
2,10,5000,0.1,10,10,5,10,50120,0.371869295835495,0.884183943271637,0.9907793998718262,0.9183685779571533,0.8492516279220581,0.8824588079141629,1.416679859161377,0.672118604183197,0.9193613529205322,0.7093386054039001,0.6386404037475586,0.6721355307068829
